phase,roi,dilation_mm,comparison,metric,n,mean_A,mean_B,stat,p
post,tumor,0.0,ResViT-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.338058482872908,16.22456538906003,4.0,0.109375
post,tumor,0.0,ResViT-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06369975657138748,0.05722182335062963,10.0,0.578125
post,tumor,0.0,ResViT-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.823198009790029,0.8375426608683084,8.0,0.375
post,tumor,0.0,ResViT-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,16.016180751935984,16.22456538906003,11.0,0.6875
post,tumor,0.0,ResViT-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06311590905634762,0.05722182335062963,8.0,0.375
post,tumor,0.0,ResViT-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.821238665785464,0.8375426608683084,6.0,0.21875
post,tumor,0.0,ResViT-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,16.12436749121191,16.22456538906003,14.0,1.0
post,tumor,0.0,ResViT-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06306058640148915,0.05722182335062963,7.0,0.296875
post,tumor,0.0,CUT-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8151030413025692,0.8375426608683084,5.0,0.15625
post,tumor,0.0,CUT-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,16.22955549768616,16.22456538906003,13.0,0.9375
post,tumor,0.0,CUT-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.05463471151698305,0.05722182335062963,11.0,0.6875
post,tumor,0.0,SynDiff-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8114252719369898,0.8375426608683084,0.0,0.015625
post,tumor,0.0,SynDiff-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.022617264613848,16.22456538906003,0.0,0.015625
post,tumor,0.0,SynDiff-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.07713596198446257,0.05722182335062963,0.0,0.015625
post,tumor,0.0,SynDiff-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8057648153103425,0.8375426608683084,3.0,0.078125
post,tumor,0.0,SynDiff-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,14.761571281604576,16.22456538906003,2.0,0.046875
post,tumor,0.0,SynDiff-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.07209830218906865,0.05722182335062963,6.0,0.21875
post,tumor,0.0,CycleGAN-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8045152567673463,0.8375426608683084,1.0,0.03125
post,tumor,0.0,CycleGAN-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,16.209037621975302,16.22456538906003,13.0,0.9375
post,tumor,0.0,CycleGAN-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.05238446054609158,0.05722182335062963,11.0,0.6875
post,tumor,0.0,SynDiff-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8039119194013468,0.8375426608683084,1.0,0.03125
post,tumor,0.0,SynDiff-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,14.713025964816227,16.22456538906003,1.0,0.03125
post,tumor,0.0,SynDiff-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.08354155150146315,0.05722182335062963,0.0,0.015625
post,tumor,0.0,CycleGAN-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8021531550124069,0.8375426608683084,1.0,0.03125
post,tumor,0.0,CycleGAN-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.238043690068803,16.22456538906003,3.0,0.078125
post,tumor,0.0,CycleGAN-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.05985039236767887,0.05722182335062963,12.0,0.8125
post,tumor,0.0,CUT-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.801263840128429,0.8375426608683084,3.0,0.078125
post,tumor,0.0,CUT-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.13850516847035,16.22456538906003,5.0,0.15625
post,tumor,0.0,CUT-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06045784667266959,0.05722182335062963,12.0,0.8125
post,tumor,0.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.800665760421594,0.8375426608683084,2.0,0.046875
post,tumor,0.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.319448413551713,16.22456538906003,3.0,0.078125
post,tumor,0.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.0584499364039589,0.05722182335062963,13.0,0.9375
post,tumor,0.0,SwinPix2Pix-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.8003237383412485,0.8375426608683084,3.0,0.078125
post,tumor,0.0,SwinPix2Pix-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.139445529520113,16.22456538906003,5.0,0.15625
post,tumor,0.0,SwinPix2Pix-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06057757443423067,0.05722182335062963,11.0,0.6875
post,tumor,0.0,pix2pix-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7991509412783078,0.8375426608683084,0.0,0.015625
post,tumor,0.0,pix2pix-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,14.929392249476308,16.22456538906003,3.0,0.078125
post,tumor,0.0,pix2pix-2D+3D-post-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06116267443621898,0.05722182335062963,11.0,0.6875
post,tumor,0.0,pix2pix-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7985345202831942,0.8375426608683084,3.0,0.078125
post,tumor,0.0,pix2pix-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.016068557235505,16.22456538906003,6.0,0.21875
post,tumor,0.0,pix2pix-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06199324608049249,0.05722182335062963,10.0,0.578125
post,tumor,0.0,CUT-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7977514297892022,0.8375426608683084,2.0,0.046875
post,tumor,0.0,CUT-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,14.911812613576199,16.22456538906003,2.0,0.046875
post,tumor,0.0,CUT-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.061161515930303785,0.05722182335062963,10.0,0.578125
post,tumor,0.0,SwinPix2Pix-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7971102249787575,0.8375426608683084,1.0,0.03125
post,tumor,0.0,SwinPix2Pix-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.083581790768777,16.22456538906003,1.0,0.03125
post,tumor,0.0,SwinPix2Pix-2.5D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.059710913001835085,0.05722182335062963,13.0,0.9375
post,tumor,0.0,pix2pix-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7963139340315075,0.8375426608683084,1.0,0.03125
post,tumor,0.0,pix2pix-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,14.915601040598357,16.22456538906003,4.0,0.109375
post,tumor,0.0,pix2pix-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.06320433417179001,0.05722182335062963,10.0,0.578125
post,tumor,0.0,SwinPix2Pix-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7921427011748421,0.8375426608683084,0.0,0.015625
post,tumor,0.0,SwinPix2Pix-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,16.041782721361056,16.22456538906003,14.0,1.0
post,tumor,0.0,SwinPix2Pix-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.051980362494722855,0.05722182335062963,9.0,0.46875
post,tumor,0.0,pix2pix-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7895308200285546,0.8375426608683084,0.0,0.015625
post,tumor,0.0,pix2pix-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.946611898339992,16.22456538906003,10.0,0.578125
post,tumor,0.0,pix2pix-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.054090067166566745,0.05722182335062963,13.0,0.9375
post,tumor,0.0,CUT-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7821054549294058,0.8375426608683084,0.0,0.015625
post,tumor,0.0,CUT-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.317221249692272,16.22456538906003,6.0,0.21875
post,tumor,0.0,CUT-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.05719563449610349,0.05722182335062963,13.0,0.9375
post,tumor,0.0,CycleGAN-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.7802510303323782,0.8375426608683084,0.0,0.015625
post,tumor,0.0,CycleGAN-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,15.520693307649003,16.22456538906003,10.0,0.578125
post,tumor,0.0,CycleGAN-3D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.05699031450303079,0.05722182335062963,14.0,1.0
post,tumor,0.0,CycleGAN-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),ssim,7,0.6794572007468085,0.8375426608683084,0.0,0.015625
post,tumor,0.0,CycleGAN-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),psnr,7,12.18260301829879,16.22456538906003,0.0,0.015625
post,tumor,0.0,CycleGAN-2D-T2  vs  BEST(SynDiff-3D+3D-refine-T2),lpips,7,0.10198776905412595,0.05722182335062963,0.0,0.015625
post,tumor,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6417304870944971,0.6438453291856405,13.0,0.9375
post,tumor,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.16044544072034,14.654987214955566,8.0,0.375
post,tumor,5.0,CUT-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.17877500419959744,0.11365054775656559,0.0,0.015625
post,tumor,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6412045241032941,0.6438453291856405,12.0,0.8125
post,tumor,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.511801273532466,14.654987214955566,9.0,0.46875
post,tumor,5.0,ResViT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.11471079986463682,0.11365054775656559,11.0,0.6875
post,tumor,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6388200926432338,0.6438453291856405,12.0,0.8125
post,tumor,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.845961916091692,14.654987214955566,3.0,0.078125
post,tumor,5.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.17289859745388858,0.11365054775656559,1.0,0.03125
post,tumor,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6376280864642386,0.6438453291856405,11.0,0.6875
post,tumor,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.911418800310242,14.654987214955566,5.0,0.15625
post,tumor,5.0,pix2pix-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.17625222364727974,0.11365054775656559,1.0,0.03125
post,tumor,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6358394108581186,0.6438453291856405,2.0,0.046875
post,tumor,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.490203139520593,14.654987214955566,12.0,0.8125
post,tumor,5.0,ResViT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.10827485160163765,0.11365054775656559,8.0,0.375
post,tumor,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6355297140160561,0.6438453291856405,10.0,0.578125
post,tumor,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.24257626548931,14.654987214955566,6.0,0.21875
post,tumor,5.0,SynDiff-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.11944248182576778,0.11365054775656559,8.0,0.375
post,tumor,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.634404960740938,0.6438453291856405,7.0,0.296875
post,tumor,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.575607022706311,14.654987214955566,10.0,0.578125
post,tumor,5.0,SynDiff-3D+3D-refine-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.11673184939427286,0.11365054775656559,7.0,0.296875
post,tumor,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6310595160741158,0.6438453291856405,10.0,0.578125
post,tumor,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.603058741976426,14.654987214955566,3.0,0.078125
post,tumor,5.0,SwinPix2Pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.176006635709133,0.11365054775656559,0.0,0.015625
post,tumor,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6297157792734597,0.6438453291856405,10.0,0.578125
post,tumor,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.243987424365743,14.654987214955566,8.0,0.375
post,tumor,5.0,CycleGAN-2D+3D-post-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.16078604983970238,0.11365054775656559,1.0,0.03125
post,tumor,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.627776915962395,0.6438453291856405,10.0,0.578125
post,tumor,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.572306905653079,14.654987214955566,3.0,0.078125
post,tumor,5.0,pix2pix-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.18320781819136195,0.11365054775656559,1.0,0.03125
post,tumor,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6270501647755563,0.6438453291856405,10.0,0.578125
post,tumor,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.577937348080534,14.654987214955566,3.0,0.078125
post,tumor,5.0,pix2pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.18567995803180654,0.11365054775656559,0.0,0.015625
post,tumor,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6264399955505244,0.6438453291856405,10.0,0.578125
post,tumor,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.705587335705987,14.654987214955566,3.0,0.078125
post,tumor,5.0,CycleGAN-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.18243974232393875,0.11365054775656559,0.0,0.015625
post,tumor,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6261227289884939,0.6438453291856405,5.0,0.15625
post,tumor,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.85554592676653,14.654987214955566,1.0,0.03125
post,tumor,5.0,SynDiff-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.12389812111599527,0.11365054775656559,7.0,0.296875
post,tumor,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6256864357838321,0.6438453291856405,10.0,0.578125
post,tumor,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.485788049098561,14.654987214955566,3.0,0.078125
post,tumor,5.0,CUT-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.18236128146449457,0.11365054775656559,0.0,0.015625
post,tumor,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.625571436787961,0.6438453291856405,10.0,0.578125
post,tumor,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.622453643180672,14.654987214955566,3.0,0.078125
post,tumor,5.0,CUT-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.1873067787813545,0.11365054775656559,0.0,0.015625
post,tumor,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6204368914473605,0.6438453291856405,7.0,0.296875
post,tumor,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.581351629715797,14.654987214955566,3.0,0.078125
post,tumor,5.0,SwinPix2Pix-2.5D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.17476610859948455,0.11365054775656559,1.0,0.03125
post,tumor,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6201636199753067,0.6438453291856405,0.0,0.015625
post,tumor,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.428944273914428,14.654987214955566,9.0,0.46875
post,tumor,5.0,ResViT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.1072137480335531,0.11365054775656559,5.0,0.15625
post,tumor,5.0,SynDiff-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6056141746627534,0.6438453291856405,2.0,0.046875
post,tumor,5.0,SynDiff-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.78701191179724,14.654987214955566,5.0,0.15625
post,tumor,5.0,SynDiff-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.12880651888619266,0.11365054775656559,0.0,0.015625
post,tumor,5.0,CycleGAN-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6053069649745187,0.6438453291856405,4.0,0.109375
post,tumor,5.0,CycleGAN-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.990096575768153,14.654987214955566,5.0,0.15625
post,tumor,5.0,CycleGAN-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.13363151497803402,0.11365054775656559,2.0,0.046875
post,tumor,5.0,pix2pix-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.6000898723393174,0.6438453291856405,2.0,0.046875
post,tumor,5.0,pix2pix-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.03531240516872,14.654987214955566,4.0,0.109375
post,tumor,5.0,pix2pix-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.15289093783131585,0.11365054775656559,0.0,0.015625
post,tumor,5.0,SwinPix2Pix-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.5980261612708823,0.6438453291856405,2.0,0.046875
post,tumor,5.0,SwinPix2Pix-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,13.99161601500202,14.654987214955566,7.0,0.296875
post,tumor,5.0,SwinPix2Pix-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.1538427582721132,0.11365054775656559,1.0,0.03125
post,tumor,5.0,CUT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.5924505321423245,0.6438453291856405,2.0,0.046875
post,tumor,5.0,CUT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,14.022486087883857,14.654987214955566,6.0,0.21875
post,tumor,5.0,CUT-3D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.12615877781878693,0.11365054775656559,2.0,0.046875
post,tumor,5.0,CycleGAN-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),ssim,7,0.5157519523562784,0.6438453291856405,0.0,0.015625
post,tumor,5.0,CycleGAN-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),psnr,7,11.639489905485174,14.654987214955566,0.0,0.015625
post,tumor,5.0,CycleGAN-2D-T2  vs  BEST(ResViT-2D+3D-refine-T2),lpips,7,0.1723865897470935,0.11365054775656559,0.0,0.015625
post,cavity,0.0,ResViT-2D+3D-refine-T2+FLAIR  vs  BEST(SynDiff-3D-T2),ssim,7,0.7032892931502703,0.7023712742772982,13.0,0.9375
post,cavity,0.0,ResViT-2D+3D-refine-T2+FLAIR  vs  BEST(SynDiff-3D-T2),psnr,7,9.550463576594682,9.712770207900293,12.0,0.8125
post,cavity,0.0,ResViT-2D+3D-refine-T2+FLAIR  vs  BEST(SynDiff-3D-T2),lpips,7,0.13007917872383298,0.13568618106097763,9.0,0.46875
post,cavity,0.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),ssim,7,0.6999600958023464,0.7023712742772982,9.0,0.46875
post,cavity,0.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),psnr,7,9.31471002454821,9.712770207900293,11.0,0.6875
post,cavity,0.0,SwinPix2Pix-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),lpips,7,0.14381508435775614,0.13568618106097763,7.0,0.296875
post,cavity,0.0,SynDiff-3D-T2+FLAIR  vs  BEST(SynDiff-3D-T2),ssim,7,0.6989203477278204,0.7023712742772982,14.0,1.0
post,cavity,0.0,SynDiff-3D-T2+FLAIR  vs  BEST(SynDiff-3D-T2),psnr,7,9.751157259255395,9.712770207900293,14.0,1.0
post,cavity,0.0,SynDiff-3D-T2+FLAIR  vs  BEST(SynDiff-3D-T2),lpips,7,0.14273743674983716,0.13568618106097763,13.0,0.9375
post,cavity,0.0,ResViT-2.5D-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.6970985642600482,0.70631321867217,34.0,0.454833984375
post,cavity,0.0,ResViT-2.5D-T2  vs  BEST(SynDiff-3D-T2),psnr,13,9.903775794803863,10.067749965595548,36.0,0.541748046875
post,cavity,0.0,ResViT-2.5D-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.13478359306368703,0.1334135476112444,45.0,1.0
post,cavity,0.0,ResViT-3D-T2+FLAIR  vs  BEST(SynDiff-3D-T2),ssim,7,0.6959387143757213,0.7023712742772982,11.0,0.6875
post,cavity,0.0,ResViT-3D-T2+FLAIR  vs  BEST(SynDiff-3D-T2),psnr,7,9.44026985824743,9.712770207900293,12.0,0.8125
post,cavity,0.0,ResViT-3D-T2+FLAIR  vs  BEST(SynDiff-3D-T2),lpips,7,0.14016610243829603,0.13568618106097763,14.0,1.0
post,cavity,0.0,pix2pix-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.6958606008401872,0.70631321867217,41.0,0.786865234375
post,cavity,0.0,pix2pix-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),psnr,13,9.20543288132089,10.067749965595548,15.0,0.03271484375
post,cavity,0.0,pix2pix-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.14474381581013882,0.1334135476112444,23.0,0.127197265625
post,cavity,0.0,ResViT-2D-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.6951063999602636,0.70631321867217,33.0,0.414306640625
post,cavity,0.0,ResViT-2D-T2  vs  BEST(SynDiff-3D-T2),psnr,13,9.779226816941751,10.067749965595548,31.0,0.339599609375
post,cavity,0.0,ResViT-2D-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.13220249811844434,0.1334135476112444,40.0,0.7353515625
post,cavity,0.0,CUT-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.6929557602062956,0.70631321867217,37.0,0.587890625
post,cavity,0.0,CUT-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),psnr,13,8.995287070631306,10.067749965595548,8.0,0.006103515625
post,cavity,0.0,CUT-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.14962626330706122,0.1334135476112444,15.0,0.03271484375
post,cavity,0.0,ResViT-3D-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.6925742669766114,0.70631321867217,33.0,0.414306640625
post,cavity,0.0,ResViT-3D-T2  vs  BEST(SynDiff-3D-T2),psnr,13,9.886678917449549,10.067749965595548,39.0,0.684814453125
post,cavity,0.0,ResViT-3D-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.13788969239991952,0.1334135476112444,36.0,0.541748046875
post,cavity,0.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.6915756027153495,0.70631321867217,34.0,0.454833984375
post,cavity,0.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),psnr,13,9.169248116318805,10.067749965595548,16.0,0.039794921875
post,cavity,0.0,SwinPix2Pix-2D+3D-post-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.14607884503431154,0.1334135476112444,24.0,0.146484375
post,cavity,0.0,ResViT-2D+3D-refine-T2  vs  BEST(SynDiff-3D-T2),ssim,13,0.690366412301818,0.70631321867217,25.0,0.167724609375
post,cavity,0.0,ResViT-2D+3D-refine-T2  vs  BEST(SynDiff-3D-T2),psnr,13,9.37898872967337,10.067749965595548,20.0,0.080322265625
post,cavity,0.0,ResViT-2D+3D-refine-T2  vs  BEST(SynDiff-3D-T2),lpips,13,0.13271936202341852,0.1334135476112444,44.0,0.946044921875
post,cavity,0.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),ssim,7,0.6866629630024875,0.7023712742772982,9.0,0.46875
post,cavity,0.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),psnr,7,8.33325647772017,9.712770207900293,1.0,0.03125
post,cavity,0.0,pix2pix-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),lpips,7,0.1526801910722128,0.13568618106097763,5.0,0.15625
post,cavity,0.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),ssim,7,0.6851363378885924,0.7023712742772982,7.0,0.296875
post,cavity,0.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),psnr,7,8.400808570391959,9.712770207900293,1.0,0.03125
post,cavity,0.0,CycleGAN-2D+3D-post-T2+FLAIR  vs  BEST(SynDiff-3D-T2),lpips,7,0.15162184040173096,0.13568618106097763,7.0,0.296875
